name,country,sport,substance,webpage,date_of_birth,longitude,latitude
Tosan Boyo,Nigeria,Swimming,Dexamethasone,/w/index.php?title=Tosan_Boyo&action=edit&redlink=1,,7.9999721,9.6000359
Doug Bracewell,New Zealand,Cricket,Cocaine,/wiki/Doug_Bracewell,1990-09-28,,
Andrew James Brack,Greece,Baseball,Stanozolol,/w/index.php?title=Andrew_James_Brack&action=edit&redlink=1,,21.9877132,38.9953683
Shqiponje Brahja,Albania,Weightlifting,T/E 65,/w/index.php?title=Shqiponje_Brahja&action=edit&redlink=1,,19.9999619,41.000028
Ryan Braun,United States,Baseball,Human growth hormone. See also Biogenesis baseball scandal.,/wiki/Ryan_Braun,1983-11-17,,
Anyelo Brea,Dominican Republic,Wrestling,Furosemide,/w/index.php?title=Anyelo_Brea&action=edit&redlink=1,,,
Andrew Bree,Ireland,Swimming,Levmethamphetamine,/wiki/Andrew_Bree,1981-03-16,-7.9794599,52.865196
Mladen Brestovac,Croatia,Kickboxing,Meldonium,/wiki/Mladen_Brestovac,1983-10-27,15.6575209,45.3658443
Matt Bricker,United States,Swimming,Ephedrine,/w/index.php?title=Matt_Bricker&action=edit&redlink=1,,,
Terry Bridge,United Kingdom,Rugby league,Steroids,/w/index.php?title=Terry_Bridge&action=edit&redlink=1,,,
David Britz,South Africa,Rugby union,Boldenone,/w/index.php?title=David_Britz_(rugby_union)&action=edit&redlink=1,,,
Laurent Brochard,France,Cycling,Erythropoietin (EPO),/wiki/Laurent_Brochard,1968-03-26,1.8883335,46.603354
Daniel Broussard,Canada,Ice hockey,Methylhexaneamine,/w/index.php?title=Daniel_Broussard&action=edit&redlink=1,,-107.991707,61.0666922
Ian Brown,United Kingdom,Rugby,Testosterone,/w/index.php?title=Ian_Brown_(rugby)&action=edit&redlink=1,,,
Lucas Browne,Australia,Boxing,"Clenbuterol, Ostarine",/wiki/Lucas_Browne,1979-04-14,134.755,-24.7761086
Justin Brownlee,Philippines,Basketball,11-Nor-9-carboxy-THC (prescription drug),/wiki/Justin_Brownlee,1988-04-23,122.7312101,12.7503486
Emily Brunneman,United States,Swimming,"Hydrochlorothiazide, Triamterene",/w/index.php?title=Emily_Brunneman&action=edit&redlink=1,,,
Rebekkah Brunson,United States,Basketball,Salmeterol (only given public warning),/wiki/Rebekkah_Brunson,1981-12-11,,
Nicola Brustia,Italy,Water polo,Cannabis,/w/index.php?title=Nicola_Brustia&action=edit&redlink=1,,12.674297,42.6384261
Dave Bruylandts,Belgium,Cycling,Erythropoietin (EPO),/wiki/Dave_Bruylandts,1976-07-12,4.6667145,50.6402809
Christian Bucchi,Italy,Football (soccer),Nandrolone,/wiki/Christian_Bucchi,1977-05-30,12.674297,42.6384261
Katharina Bullin,East Germany,Volleyball,,/wiki/Katharina_Bullin,1959-03-02,,
Jonathan Bullough,United Kingdom,Weightlifting,Methylhexaneamine,/w/index.php?title=Jonathan_Bullough&action=edit&redlink=1,,,
Renata Burgos,Brazil,Swimming,Stanozolol,/wiki/Renata_Burgos,1982-01-03,-53.2,-10.3333333
Rachael Burke,United States,Swimming,Boldione,/w/index.php?title=Rachael_Burke&action=edit&redlink=1,,,
Ian Burnham,United Kingdom,Water polo,Cocaine,/w/index.php?title=Ian_Burnham&action=edit&redlink=1,,,
Jack Burnham,England,Cricket,Cocaine,/wiki/Jack_Burnham_(cricketer),1997-01-18,,
Andrew Burns,Australia,Swimming,Ecstasy,/w/index.php?title=Andrew_Burns_(swimmer)&action=edit&redlink=1,,134.755,-24.7761086
Alexey Bushin,Russia,Swimming,Sustanol,/w/index.php?title=Alexey_Bushin&action=edit&redlink=1,,97.7453061,64.6863136
Asim Butt,Scotland,Cricket,Ecstasy,/wiki/Asim_Butt_(cricketer),1967-10-24,,
David Bystroň,Czech Republic,Football (soccer),Methamphetamine,/wiki/David_Bystro%C5%88,1982-11-18,,
Agnieska Bystrzycka,Poland,Swimming,Nikethamide,/w/index.php?title=Agnieska_Bystrzycka&action=edit&redlink=1,,19.134422,52.215933
Javier Cabanas,Spain,Swimming,Epehedrine,/wiki/Javier_Cabanas,1960-04-24,-4.8379791,39.3260685
Enos Cabell,United States,Baseball,Cocaine,/wiki/Enos_Cabell,1949-10-08,,
Danny Cadamarteri,England,Football (soccer),Ephedrine,/wiki/Danny_Cadamarteri,1979-10-12,,
Cai Huijue,China,Swimming,Triamterene,/wiki/Cai_Huijue,,104.999927,35.000074
Valeriu Calancea,Romania,Weightlifting,Methandienone,/wiki/Valeriu_Calancea,,24.6859225,45.9852129
Michael Callens,Belgium,Swimming,Cannabis,/w/index.php?title=Michael_Callens&action=edit&redlink=1,,4.6667145,50.6402809
Filippo Calorosi,Italy,Tennis,,/w/index.php?title=Filippo_Calorosi&action=edit&redlink=1,,12.674297,42.6384261
Robinson Canó,Dominican Republic,Baseball,Furosemide,/wiki/Robinson_Can%C3%B3,1982-10-22,,
Brad Cardinal,Canada,Wrestling,THC,/w/index.php?title=Brad_Cardinal&action=edit&redlink=1,,-107.991707,61.0666922
Jerome Cazenave,France,Water polo,Cannabis,/w/index.php?title=Jerome_Cazenave&action=edit&redlink=1,,1.8883335,46.603354
Oscar Camenzind,Switzerland,Cycling,Erythropoietin (EPO),/wiki/Oscar_Camenzind,1971-09-12,8.2319736,46.7985624
Mike Cameron,United States,Baseball,Stimulants,/wiki/Mike_Cameron,1973-01-08,,
Ken Caminiti,United States,Baseball,Anabolic steroids (never sanctioned; admitted to use after the end of his career),/wiki/Ken_Caminiti,1963-04-21,,
Miguel Cammacho,Venezuela,Weightlifting,Metandienone,/w/index.php?title=Miguel_Cammacho&action=edit&redlink=1,,-66.1109318,8.0018709
Neil Campbell,England,Cycling,HCG,/w/index.php?title=Neil_Campbell_(cyclist)&action=edit&redlink=1,,,
Guillermo Cañas,Argentina,Tennis,Hydrochlorothiazide,/wiki/Guillermo_Ca%C3%B1as,1977-11-25,-64.9672817,-34.9964963
José Canseco,United States,Baseball,Anabolic steroids (never sanctioned; admitted to use after the end of his career),/wiki/Jos%C3%A9_Canseco,1964-07-02,,
Ludovic Capelle,Belgium,Cycling,Erythropoietin (EPO),/wiki/Ludovic_Capelle,1976-02-27,4.6667145,50.6402809
Dean Capobianco,Australia,Athletics,Stanozolol,/wiki/Dean_Capobianco,,134.755,-24.7761086
Ivan Caprari,Italy,Water polo,Cocaine,/w/index.php?title=Ivan_Caprari&action=edit&redlink=1,,12.674297,42.6384261
Nuno Cardoso,Angola,Swimming,Nandrolone,/w/index.php?title=Nuno_Cardoso&action=edit&redlink=1,,17.5691241,-11.8775768
Salvador Carmona,Mexico,Football (soccer),Steroids,/wiki/Salvador_Carmona,1975-08-22,-102.0077097,23.6585116
Alicia Carratero,Spain,Diving,Cannabis,/w/index.php?title=Alicia_Carratero&action=edit&redlink=1,,-4.8379791,39.3260685
Danilo Carrega,Brazil,Swimming,Stanozolol,/w/index.php?title=Danilo_Carrega&action=edit&redlink=1,,-53.2,-10.3333333
Anthony Carter,United Kingdom,Lawn tennis,Cannabis,,,,
Stefano Casagranda,Italy,Cycling,,/wiki/Stefano_Casagranda,1973-03-23,12.674297,42.6384261
Francesco Casagrande,Italy,Cycling,Testosterone,/wiki/Francesco_Casagrande,1970-09-14,12.674297,42.6384261
Morales Castillo,Costa Rica,Cycling,GW501516,/w/index.php?title=Morales_Castillo&action=edit&redlink=1,,,
Enrico Catalano,Italy,Swimming,THC metabolites,/w/index.php?title=Enrico_Catalano&action=edit&redlink=1,,12.674297,42.6384261
Pietro Caucchioli,Italy,Cycling,,/wiki/Pietro_Caucchioli,1975-08-22,12.674297,42.6384261
Rupeni Caucaunibuca,Fiji,Rugby union,Cannabis,/wiki/Rupeni_Caucaunibuca,1980-06-05,179.0122737,-18.1239696
Greg Cavanagh,Canada,Cycling,Testosterone,/w/index.php?title=Greg_Cavanagh&action=edit&redlink=1,,-107.991707,61.0666922
Deniss Čerkovskis,Latvia,Modern pentathlon,Anabolic steroid,/wiki/Deniss_%C4%8Cerkovskis,1978-11-02,24.7537645,56.8406494
Sergo Chakhoyan,Australia,Weightlifting,Stanozolol,/wiki/Sergo_Chakhoyan,,134.755,-24.7761086
Rajib Chakraborty,India,Swimming,Attempted tampering of sample,/w/index.php?title=Rajib_Chakraborty&action=edit&redlink=1,,78.6677428,22.3511148
Paul Champalbert,France,Swimming,Cannabis,/w/index.php?title=Paul_Champalbert&action=edit&redlink=1,,1.8883335,46.603354
Sanamacha Chanu,India,Weightlifting,Furosemide,/wiki/Sanamacha_Chanu,1975-02-01,78.6677428,22.3511148
Maxime Chaply,France,Swimming,Cannabis,/w/index.php?title=Maxime_Chaply&action=edit&redlink=1,,1.8883335,46.603354
Justin Charles,Australia,Australian rules football,Boldenone,/wiki/Justin_Charles,1970-09-28,134.755,-24.7761086
Mikalai Charniak,Belarus,Weightlifting,Mesterolone,/w/index.php?title=Mikalai_Charniak&action=edit&redlink=1,,27.6971358,53.4250605
Julio Cesar Chavez Jr.,Mexico,Boxing,Diuretics (2010) Cannabis (2012),/wiki/Julio_Cesar_Chavez_Jr.,1986-02-16,-102.0077097,23.6585116
Zuraini Che Rose,Malaysia,Weightlifting,Metandienone,/w/index.php?title=Zuraini_Che_Rose&action=edit&redlink=1,,102.2656823,4.5693754
Cristiana Checchi,Italy,Shot put,Doping,/wiki/Cristiana_Checchi,1977-07-08,12.674297,42.6384261
Juan Ignacio Chela,Argentina,Tennis,Metil-testosterone,/wiki/Juan_Ignacio_Chela,1979-08-30,-64.9672817,-34.9964963
Chen Ganfen,China,Swimming,,/w/index.php?title=Chen_Ganfen&action=edit&redlink=1,,104.999927,35.000074
Shiyun Chen,China,Swimming,Prednisone,/w/index.php?title=Shiyun_Chen&action=edit&redlink=1,,104.999927,35.000074
Chen Sijia,China,Swimming,Clenbuterol,/w/index.php?title=Chen_Sijia&action=edit&redlink=1,,104.999927,35.000074
Alexei Cherepanov,Russia,Ice hockey,Nikethamide,/wiki/Alexei_Cherepanov,1989-01-15,97.7453061,64.6863136
Chen Po-Pu,Chinese Taipei,Weightlifting,Methandienone,/w/index.php?title=Chen_Po-Pu&action=edit&redlink=1,,,
Watsana Chianram,Thailand,Weightlifting,Methandienone,/w/index.php?title=Watsana_Chianram&action=edit&redlink=1,,100.83273,14.8971921
Viktor Chislean,Moldova,Weightlifting,,/w/index.php?title=Viktor_Chislean&action=edit&redlink=1,,28.5670941,47.2879608
Velichko Cholakov,Bulgaria,Weightlifting,Steroids,/wiki/Velichko_Cholakov,1982-01-12,25.4856617,42.6073975
Elais Christoforou,Cyprus,Swimming,Ephedrine,/w/index.php?title=Elais_Christoforou&action=edit&redlink=1,,33.1451285,34.9823018
Traian Cihărean,Romania,Weightlifting,,/wiki/Traian_Cih%C4%83rean,1969-07-13,24.6859225,45.9852129
César Cielo,Brazil,Swimming,Furosemide,/wiki/C%C3%A9sar_Cielo,1987-01-10,-53.2,-10.3333333
Marin Čilić,Croatia,Tennis,Nikethamide,/wiki/Marin_%C4%8Cili%C4%87,1988-09-28,15.6575209,45.3658443
Anatoli Ciricu,Moldova,Weightlifting,,/wiki/Anatoli_Ciricu,1988-09-14,28.5670941,47.2879608
Velichko Cholakov,Bulgaria,Weightlifting,Metandienone,/wiki/Velichko_Cholakov,1982-01-12,25.4856617,42.6073975
Roger Clemens,United States,Baseball,Anabolic steroids,/wiki/Roger_Clemens,1962-08-04,,
Clemence Clerc,France,Water polo,Prednisone & Prednisolone,/w/index.php?title=Clemence_Clerc&action=edit&redlink=1,,1.8883335,46.603354
Madga Cojom,Guatemala,Weightlifting,,/w/index.php?title=Madga_Cojom&action=edit&redlink=1,,-90.345759,15.5855545
Julien Colchen,France,Water polo,Terbutaline,/w/index.php?title=Julien_Colchen&action=edit&redlink=1,,1.8883335,46.603354
Kleon Coleman,Belize,Volleyball,"Hydrochlorothiazide, Chloraminophenamide",/w/index.php?title=Kleon_Coleman&action=edit&redlink=1,,-88.6859028,17.1204943
Carolina Colorado,Colombia,Swimming,Sibutramine,/wiki/Carolina_Colorado,1987-09-07,-72.9088133,4.099917
James Comben,England,Rugby union,Methylhexanamine,/w/index.php?title=James_Comben&action=edit&redlink=1,,,
Gloria Comerma,Spain,Field hockey,,/wiki/Gloria_Comerma,,-4.8379791,39.3260685
Alberto Contador,Spain,Cycling,Clenbuterol,/wiki/Alberto_Contador,1982-12-06,-4.8379791,39.3260685
David Cookson,United Kingdom,Rugby,Methylhexaneamine,/w/index.php?title=David_Cookson&action=edit&redlink=1,,,
Chris Cooper,United States,American football,THG,/wiki/Chris_Cooper_(defensive_lineman),1977-12-27,,
Kit Cope,United States,Mixed martial arts,Boldenone,/wiki/Kit_Cope,1977-03-17,,
Guillermo Coria,Argentina,Tennis,Nandrolone,/wiki/Guillermo_Coria,1982-01-13,-64.9672817,-34.9964963
Chris Cornes,England,Football (soccer),Cocaine,/wiki/Chris_Cornes,1986-12-20,,
Alizé Cornet,France,Tennis,Missed tests (later cleared due to misconduct by doping officer),/wiki/Aliz%C3%A9_Cornet,1990-01-22,1.8883335,46.603354
Alejandro Cortes Gonzalez,Chile,Weightlifting,Dimethylpentylamine,/w/index.php?title=Alejandro_Cortes_Gonzalez&action=edit&redlink=1,,-71.3187697,-31.7613365
Leonardo Costa,Brazil,Swimming,Stanozolol,/wiki/Leonardo_Costa_(swimmer),1977-05-12,-53.2,-10.3333333
Ben Cousins,Australia,Australian rules football,Methamphetamine (admitted to a U.S. rehab for treatment),/wiki/Ben_Cousins,1978-06-30,134.755,-24.7761086
Fernando Couto,Portugal,Football (soccer),Nandrolone,/wiki/Fernando_Couto,1969-08-02,-8.1353519,39.6621648
Alexander Crispim,Brazil,Mixed martial arts,Desoxymethyltestosterone,/w/index.php?title=Alexander_Crispim&action=edit&redlink=1,,-53.2,-10.3333333
Cronulla-Sutherland Sharks (eleven players),Australia,rugby league,Various supplements,/wiki/Cronulla-Sutherland_Sharks,,134.755,-24.7761086
Brayden Crossley,Australia,Australian rules football,Cocaine,/wiki/Brayden_Crossley,1999-08-16,134.755,-24.7761086
Ryan Crowley,Australia,Australian rules football,Methadone,/wiki/Ryan_Crowley,1984-03-05,134.755,-24.7761086
Kevin Cruz Soto,Chile,Weightlifting,Dimethylpentylamine,/w/index.php?title=Kevin_Cruz_Soto&action=edit&redlink=1,,-71.3187697,-31.7613365
Brian Cushing,United States,American football,hCG,/wiki/Brian_Cushing,1987-01-24,,
Baatarsükhiin Chinzorig,Mongolia,Boxing,Metandienone metabolite,/wiki/Baatars%C3%BCkhiin_Chinzorig,1991-09-21,103.8499736,46.8250388
Omar Daaboul,Lebanon,Swimming,"Methandienone, Methyltestosterone, Norandrosterone",/w/index.php?title=Omar_Daaboul&action=edit&redlink=1,,35.843409,33.8750629
Phongsathon Daengsanan,Thailand,Weightlifting,Metandienone,/w/index.php?title=Phongsathon_Daengsanan&action=edit&redlink=1,,100.83273,14.8971921
Peter Daija,Canada,Shot put,,/w/index.php?title=Peter_Daija&action=edit&redlink=1,,-107.991707,61.0666922
Haider Dakhil,Iraq,Weightlifting,,/w/index.php?title=Haider_Dakhil&action=edit&redlink=1,,44.1749775,33.0955793
Marius Danciu,Romania,Weightlifting,Methandienone,/w/index.php?title=Marius_Danciu&action=edit&redlink=1,,24.6859225,45.9852129
Dang Zhiyong,China,Bodybuilding,,/w/index.php?title=Dang_Zhiyong&action=edit&redlink=1,,104.999927,35.000074
Ashot Danielyan,Armenia,Weightlifting,Steroids,/wiki/Ashot_Danielyan,1974-04-11,44.6736646,40.7696272
Olga Danilova,Russia,Cross-country skiing,NESP,/wiki/Olga_Danilova,1970-06-10,97.7453061,64.6863136
Kofi Danso,United Kingdom,Basketball,"Cannabis, test tampering",,,,
Joey D'Antoni,United States,Cycling,Erythropoietin (EPO),/w/index.php?title=Joey_D%27Antoni&action=edit&redlink=1,,,
Yerbolat Darivkhan,Mongolia,Weightlifting,Metandienone,/w/index.php?title=Yerbolat_Darivkhan&action=edit&redlink=1,,103.8499736,46.8250388
Obiero David,Kenya,Weightlifting,,/w/index.php?title=Obiero_David&action=edit&redlink=1,,38.4313975,1.4419683
Dimitrii Davidenco,Moldova,Weightlifting,Stanozolol,/w/index.php?title=Dimitrii_Davidenco&action=edit&redlink=1,,28.5670941,47.2879608
Edgar Davids,Netherlands,Football (soccer),Nandrolone,/wiki/Edgar_Davids,1973-03-13,5.541246849406163,52.24764975
Ceri Davies,United Kingdom,Rugby,Drostanolone,/w/index.php?title=Ceri_Davies&action=edit&redlink=1,,,
Zviad Davitiani,France,Water polo,Cocaine,/w/index.php?title=Zviad_Davitiani&action=edit&redlink=1,,1.8883335,46.603354
Mohsen Davoodi,Iran,Weightlifting,Metandienone,/w/index.php?title=Mohsen_Davoodi&action=edit&redlink=1,,54.5643516,32.6475314
Alina Davydchenko,Ukraine,Weightlifting,Methyltestosterone,/w/index.php?title=Alina_Davydchenko&action=edit&redlink=1,,31.2718321,49.4871968
Deco,Portugal,Football (soccer),Furosemide,/wiki/Deco,1977-08-27,-8.1353519,39.6621648
Michael de Angelis,Italy,Ice hockey,Ephedrine,/wiki/Michael_de_Angelis,1966-01-27,12.674297,42.6384261
Frank de Boer,Netherlands,Football (soccer),Nandrolone,/wiki/Frank_de_Boer,1970-05-15,5.541246849406163,52.24764975
Samuel de Bona,Brazil,Swimming,Methylhexaneamine,/wiki/Samuel_de_Bona,1990-10-01,-53.2,-10.3333333
Francesco De Bonis,Italy,Cycling,,/wiki/Francesco_De_Bonis,1982-04-14,12.674297,42.6384261
Rusmin Dedić,Slovenia,Football (soccer),Testosterone,/wiki/Rusmin_Dedi%C4%87,1982-09-11,14.8153333,46.1199444
Gervasio Deferr,Spain,Gymnastics,Cannabis,/wiki/Gervasio_Deferr,1980-11-07,-4.8379791,39.3260685
Thomas Dekker,Netherlands,Cycling,EPO,/wiki/Thomas_Dekker_(cyclist),1984-09-06,5.541246849406163,52.24764975
Efrain de la Rosa,Dominican Republic,Weightlifting,"Stanozolol, Hydroxystanozolol",/w/index.php?title=Efrain_de_la_Rosa&action=edit&redlink=1,,,
Flávia Delaroli,Brazil,Swimming,Tuaminoheptane,/wiki/Fl%C3%A1via_Delaroli,1983-12-28,-53.2,-10.3333333
Vilimoni Delasau,Fiji,Rugby union,Cannabis,/wiki/Vilimoni_Delasau,1977-07-12,179.0122737,-18.1239696
Carlo Del Fava,Italy,Rugby,,/wiki/Carlo_Del_Fava,1981-07-01,12.674297,42.6384261
Bernardo de Figueiredo,Brazil,Swimming,Methylhexaneamine,/w/index.php?title=Bernardo_de_Figueiredo&action=edit&redlink=1,,-53.2,-10.3333333
Luca De Matteis,Italy,Swimming,Tuaminoheptane,/w/index.php?title=Luca_De_Matteis&action=edit&redlink=1,,12.674297,42.6384261
Jacques Demers,Canada,Weightlifting,Steroids,/wiki/Jacques_Demers_(weightlifter),,-107.991707,61.0666922
Maria Demertzi,Greece,Swimming,Testosterone,/w/index.php?title=Maria_Demertzi&action=edit&redlink=1,,21.9877132,38.9953683
Vasileios Demetis,Greece,Swimming,Caffeine,/wiki/Vasileios_Demetis,1983-05-12,21.9877132,38.9953683
Demir Demirev,Bulgaria,Weightlifting,Steroids,/wiki/Demir_Demirev,1984-08-31,25.4856617,42.6073975
Vincent de Nardi,France,Water polo,Cannabis,/wiki/Vincent_de_Nardi,1967-05-17,1.8883335,46.603354
Daynara de Paula,Brazil,Swimming,Furosemide,/wiki/Daynara_de_Paula,1989-07-25,-53.2,-10.3333333
João Derly,Brazil,Judo,Diuretics,/wiki/Jo%C3%A3o_Derly,1981-07-02,-53.2,-10.3333333
Cristoforos Dermitzakis,Greece,Water polo,Pseudoephedrine,/w/index.php?title=Cristoforos_Dermitzakis&action=edit&redlink=1,,21.9877132,38.9953683
Kasun De Silva,Sri Lanka,Rugby union,cannabis,/w/index.php?title=Kasun_De_Silva&action=edit&redlink=1,,,
Pamela Alencar de Souza,Brazil,Swimming,Methylhexaneamine,/w/index.php?title=Pamela_Alencar_de_Souza&action=edit&redlink=1,,-53.2,-10.3333333
Serge Despres,Canada,Bobsledding,Nandrolone,/wiki/Serge_Despres,,-107.991707,61.0666922
Frankie Dettori,Ireland,Horse racing,Cocaine,/wiki/Frankie_Dettori,1970-12-15,-7.9794599,52.865196
Lindsay Devaney,United States,Swimming,Refusal to submit to doping test,/w/index.php?title=Lindsay_Devaney&action=edit&redlink=1,,,
Kavita Devi,India,Weightlifting,,/wiki/Kavita_Devi_(wrestler),1986-09-20,78.6677428,22.3511148
Kunjarani Devi,India,Weightlifting,Strychnine,/wiki/Kunjarani_Devi,1966-03-01,78.6677428,22.3511148
Monika Devi,India,Weightlifting,,/wiki/Monika_Devi,,78.6677428,22.3511148
Sukhen Dey,India,Weightlifting,Methylhexaneamine,/wiki/Sukhen_Dey_(weightlifter),1989-03-28,78.6677428,22.3511148
Nick Diaz,United States,Mixed martial arts,cannabis,/wiki/Nick_Diaz,1983-08-02,,
Mark Dickel,New Zealand,Basketball,Cannabis,/wiki/Mark_Dickel,1976-12-21,,
Niroshan Dickwella,Sri Lanka,Cricket,Cocaine,/wiki/Niroshan_Dickwella,1993-06-23,,
Aurimas Didžbalis,Lithuania,Weightlifting,Dehydrochlormethyltestosterone,/wiki/Aurimas_Did%C5%BEbalis,1991-06-13,23.7499997,55.3500003
Ludo Dierckxsens,Belgium,Cycling,Cortisone,/wiki/Ludo_Dierckxsens,1964-10-14,4.6667145,50.6402809
Roland Diethart,Austria,Cross-country skiing,Violation of blood doping rules,/wiki/Roland_Diethart,1973-08-03,14.12456,47.59397
Robert Dietrich,Germany,Ice hockey,Missed test,/wiki/Robert_Dietrich,1986-07-25,10.4478313,51.1638175
Ben Dietvorst,Belgium,Water polo,Cannabis,/w/index.php?title=Ben_Dietvorst&action=edit&redlink=1,,4.6667145,50.6402809
Bert Dietz,Germany,Cycling,Erythropoietin (EPO) (self-admitted),/wiki/Bert_Dietz,1969-02-09,10.4478313,51.1638175
Arthur Dilman,Kazakhstan,Swimming,Furosemide,/w/index.php?title=Arthur_Dilman&action=edit&redlink=1,,66.7780818,48.1012954
Eva Maria Dimas,El Salvador,Weightlifting,Nandrolone,/w/index.php?title=Eva_Maria_Dimas&action=edit&redlink=1,,,
Vasilka Dineva,Bulgaria,Weightlifting,Metandienone,/w/index.php?title=Vasilka_Dineva&action=edit&redlink=1,,25.4856617,42.6073975
Ding Haifeng,China,Weightlifting,,/wiki/Ding_Haifeng,1991-07-17,104.999927,35.000074
Danilo Di Luca,Italy,Cycling,EPO,/wiki/Danilo_Di_Luca,1976-01-02,12.674297,42.6384261
Nuria Diosdado,Mexico,Swimming,Clenbuterol,/wiki/Nuria_Diosdado,1990-08-22,-102.0077097,23.6585116
Simon Pietro Di Santos,Italy,Swimming,Cannabis,/w/index.php?title=Simon_Pietro_Di_Santos&action=edit&redlink=1,,12.674297,42.6384261
Estera Dobre,Romania,Wrestling,Furosemide,/wiki/Estera_Dobre,1987-02-10,24.6859225,45.9852129
Tony Dodson,United Kingdom,Boxing,,/wiki/Tony_Dodson,1980-07-02,,
Harun Doğan,Turkey,Wrestling,"Metenolone, Ephedrine",/wiki/Harun_Do%C4%9Fan,1976-01-01,34.9249653,38.9597594
Jerramie Domish,United States,Ice hockey,,,,,
Isabell Donath,Germany,Swimming,Missed test,/w/index.php?title=Isabell_Donath&action=edit&redlink=1,,10.4478313,51.1638175
Armando dos Santos,Brazil,Bobsledding,Nandrolone,/wiki/Armando_dos_Santos_(bobsleigh),,-53.2,-10.3333333
