,name,country,sport,substance,webpage,date_of_birth,longitude,latitude
206,Tosan Boyo,Nigeria,Swimming,dexamethasone,/w/index.php?title=Tosan_Boyo&action=edit&redlink=1,,7.9999721,9.6000359
207,Doug Bracewell,New Zealand,Cricket,cocaine,/wiki/Doug_Bracewell,1990-09-28,,
208,Andrew James Brack,Greece,Baseball,stanozolol,/w/index.php?title=Andrew_James_Brack&action=edit&redlink=1,,21.9877132,38.9953683
209,Shqiponje Brahja,Albania,Weightlifting,t/e 65,/w/index.php?title=Shqiponje_Brahja&action=edit&redlink=1,,19.9999619,41.000028
210,Ryan Braun,United States,Baseball,human growth hormone. see also biogenesis baseball scandal.,/wiki/Ryan_Braun,1983-11-17,,
211,Anyelo Brea,Dominican Republic,Wrestling,furosemide,/w/index.php?title=Anyelo_Brea&action=edit&redlink=1,,,
212,Andrew Bree,Ireland,Swimming,levmethamphetamine,/wiki/Andrew_Bree,1981-03-16,-7.9794599,52.865196
213,Mladen Brestovac,Croatia,Kickboxing,meldonium,/wiki/Mladen_Brestovac,1983-10-27,15.6575209,45.3658443
214,Matt Bricker,United States,Swimming,ephedrine,/w/index.php?title=Matt_Bricker&action=edit&redlink=1,,,
215,Terry Bridge,United Kingdom,Rugby league,steroids,/w/index.php?title=Terry_Bridge&action=edit&redlink=1,,,
216,David Britz,South Africa,Rugby union,boldenone,/w/index.php?title=David_Britz_(rugby_union)&action=edit&redlink=1,,,
217,Laurent Brochard,France,Cycling,erythropoietin,/wiki/Laurent_Brochard,1968-03-26,1.8883335,46.603354
218,Daniel Broussard,Canada,Ice hockey,methylhexaneamine,/w/index.php?title=Daniel_Broussard&action=edit&redlink=1,,-107.991707,61.0666922
219,Ian Brown,United Kingdom,Rugby,testosterone,/w/index.php?title=Ian_Brown_(rugby)&action=edit&redlink=1,,,
220,Lucas Browne,Australia,Boxing,"clenbuterol,ostarine",/wiki/Lucas_Browne,1979-04-14,134.755,-24.7761086
221,Justin Brownlee,Philippines,Basketball,11-nor-9-carboxy-thc,/wiki/Justin_Brownlee,1988-04-23,122.7312101,12.7503486
222,Emily Brunneman,United States,Swimming,"hydrochlorothiazide,triamterene",/w/index.php?title=Emily_Brunneman&action=edit&redlink=1,,,
223,Rebekkah Brunson,United States,Basketball,salmeterol,/wiki/Rebekkah_Brunson,1981-12-11,,
224,Nicola Brustia,Italy,Water polo,cannabis,/w/index.php?title=Nicola_Brustia&action=edit&redlink=1,,12.674297,42.6384261
225,Dave Bruylandts,Belgium,Cycling,erythropoietin,/wiki/Dave_Bruylandts,1976-07-12,4.6667145,50.6402809
226,Christian Bucchi,Italy,Football (soccer),nandrolone,/wiki/Christian_Bucchi,1977-05-30,12.674297,42.6384261
227,Katharina Bullin,East Germany,Volleyball,,/wiki/Katharina_Bullin,1959-03-02,,
228,Jonathan Bullough,United Kingdom,Weightlifting,methylhexaneamine,/w/index.php?title=Jonathan_Bullough&action=edit&redlink=1,,,
229,Renata Burgos,Brazil,Swimming,stanozolol,/wiki/Renata_Burgos,1982-01-03,-53.2,-10.3333333
230,Rachael Burke,United States,Swimming,boldione,/w/index.php?title=Rachael_Burke&action=edit&redlink=1,,,
231,Ian Burnham,United Kingdom,Water polo,cocaine,/w/index.php?title=Ian_Burnham&action=edit&redlink=1,,,
232,Jack Burnham,England,Cricket,cocaine,/wiki/Jack_Burnham_(cricketer),1997-01-18,,
233,Andrew Burns,Australia,Swimming,ecstasy,/w/index.php?title=Andrew_Burns_(swimmer)&action=edit&redlink=1,,134.755,-24.7761086
234,Alexey Bushin,Russia,Swimming,sustanol,/w/index.php?title=Alexey_Bushin&action=edit&redlink=1,,97.7453061,64.6863136
235,Asim Butt,Scotland,Cricket,ecstasy,/wiki/Asim_Butt_(cricketer),1967-10-24,,
236,David Bystroň,Czech Republic,Football (soccer),methamphetamine,/wiki/David_Bystro%C5%88,1982-11-18,,
237,Agnieska Bystrzycka,Poland,Swimming,nikethamide,/w/index.php?title=Agnieska_Bystrzycka&action=edit&redlink=1,,19.134422,52.215933
238,Javier Cabanas,Spain,Swimming,epehedrine,/wiki/Javier_Cabanas,1960-04-24,-4.8379791,39.3260685
239,Enos Cabell,United States,Baseball,cocaine,/wiki/Enos_Cabell,1949-10-08,,
240,Danny Cadamarteri,England,Football (soccer),ephedrine,/wiki/Danny_Cadamarteri,1979-10-12,,
241,Cai Huijue,China,Swimming,triamterene,/wiki/Cai_Huijue,,104.999927,35.000074
242,Valeriu Calancea,Romania,Weightlifting,methandienone,/wiki/Valeriu_Calancea,,24.6859225,45.9852129
243,Michael Callens,Belgium,Swimming,cannabis,/w/index.php?title=Michael_Callens&action=edit&redlink=1,,4.6667145,50.6402809
244,Filippo Calorosi,Italy,Tennis,,/w/index.php?title=Filippo_Calorosi&action=edit&redlink=1,,12.674297,42.6384261
245,Robinson Canó,Dominican Republic,Baseball,furosemide,/wiki/Robinson_Can%C3%B3,1982-10-22,,
246,Brad Cardinal,Canada,Wrestling,thc,/w/index.php?title=Brad_Cardinal&action=edit&redlink=1,,-107.991707,61.0666922
247,Jerome Cazenave,France,Water polo,cannabis,/w/index.php?title=Jerome_Cazenave&action=edit&redlink=1,,1.8883335,46.603354
248,Oscar Camenzind,Switzerland,Cycling,erythropoietin,/wiki/Oscar_Camenzind,1971-09-12,8.2319736,46.7985624
249,Mike Cameron,United States,Baseball,stimulants,/wiki/Mike_Cameron,1973-01-08,,
250,Ken Caminiti,United States,Baseball,anabolic steroids,/wiki/Ken_Caminiti,1963-04-21,,
251,Miguel Cammacho,Venezuela,Weightlifting,metandienone,/w/index.php?title=Miguel_Cammacho&action=edit&redlink=1,,-66.1109318,8.0018709
252,Neil Campbell,England,Cycling,hcg,/w/index.php?title=Neil_Campbell_(cyclist)&action=edit&redlink=1,,,
253,Guillermo Cañas,Argentina,Tennis,hydrochlorothiazide,/wiki/Guillermo_Ca%C3%B1as,1977-11-25,-64.9672817,-34.9964963
254,José Canseco,United States,Baseball,anabolic steroids,/wiki/Jos%C3%A9_Canseco,1964-07-02,,
255,Ludovic Capelle,Belgium,Cycling,erythropoietin,/wiki/Ludovic_Capelle,1976-02-27,4.6667145,50.6402809
256,Dean Capobianco,Australia,Athletics,stanozolol,/wiki/Dean_Capobianco,,134.755,-24.7761086
257,Ivan Caprari,Italy,Water polo,cocaine,/w/index.php?title=Ivan_Caprari&action=edit&redlink=1,,12.674297,42.6384261
258,Nuno Cardoso,Angola,Swimming,nandrolone,/w/index.php?title=Nuno_Cardoso&action=edit&redlink=1,,17.5691241,-11.8775768
259,Salvador Carmona,Mexico,Football (soccer),steroids,/wiki/Salvador_Carmona,1975-08-22,-102.0077097,23.6585116
260,Alicia Carratero,Spain,Diving,cannabis,/w/index.php?title=Alicia_Carratero&action=edit&redlink=1,,-4.8379791,39.3260685
261,Danilo Carrega,Brazil,Swimming,stanozolol,/w/index.php?title=Danilo_Carrega&action=edit&redlink=1,,-53.2,-10.3333333
262,Anthony Carter,United Kingdom,Lawn tennis,cannabis,,,,
263,Stefano Casagranda,Italy,Cycling,,/wiki/Stefano_Casagranda,1973-03-23,12.674297,42.6384261
264,Francesco Casagrande,Italy,Cycling,testosterone,/wiki/Francesco_Casagrande,1970-09-14,12.674297,42.6384261
265,Morales Castillo,Costa Rica,Cycling,gw501516,/w/index.php?title=Morales_Castillo&action=edit&redlink=1,,,
266,Enrico Catalano,Italy,Swimming,thc metabolites,/w/index.php?title=Enrico_Catalano&action=edit&redlink=1,,12.674297,42.6384261
267,Pietro Caucchioli,Italy,Cycling,,/wiki/Pietro_Caucchioli,1975-08-22,12.674297,42.6384261
268,Rupeni Caucaunibuca,Fiji,Rugby union,cannabis,/wiki/Rupeni_Caucaunibuca,1980-06-05,179.0122737,-18.1239696
269,Greg Cavanagh,Canada,Cycling,testosterone,/w/index.php?title=Greg_Cavanagh&action=edit&redlink=1,,-107.991707,61.0666922
270,Deniss Čerkovskis,Latvia,Modern pentathlon,anabolic steroid,/wiki/Deniss_%C4%8Cerkovskis,1978-11-02,24.7537645,56.8406494
271,Sergo Chakhoyan,Australia,Weightlifting,stanozolol,/wiki/Sergo_Chakhoyan,,134.755,-24.7761086
272,Rajib Chakraborty,India,Swimming,attempted tampering of sample,/w/index.php?title=Rajib_Chakraborty&action=edit&redlink=1,,78.6677428,22.3511148
273,Paul Champalbert,France,Swimming,cannabis,/w/index.php?title=Paul_Champalbert&action=edit&redlink=1,,1.8883335,46.603354
274,Sanamacha Chanu,India,Weightlifting,furosemide,/wiki/Sanamacha_Chanu,1975-02-01,78.6677428,22.3511148
275,Maxime Chaply,France,Swimming,cannabis,/w/index.php?title=Maxime_Chaply&action=edit&redlink=1,,1.8883335,46.603354
276,Justin Charles,Australia,Australian rules football,boldenone,/wiki/Justin_Charles,1970-09-28,134.755,-24.7761086
277,Mikalai Charniak,Belarus,Weightlifting,mesterolone,/w/index.php?title=Mikalai_Charniak&action=edit&redlink=1,,27.6971358,53.4250605
278,Julio Cesar Chavez Jr.,Mexico,Boxing,diuretics  cannabis,/wiki/Julio_Cesar_Chavez_Jr.,1986-02-16,-102.0077097,23.6585116
279,Zuraini Che Rose,Malaysia,Weightlifting,metandienone,/w/index.php?title=Zuraini_Che_Rose&action=edit&redlink=1,,102.2656823,4.5693754
280,Cristiana Checchi,Italy,Shot put,doping,/wiki/Cristiana_Checchi,1977-07-08,12.674297,42.6384261
281,Juan Ignacio Chela,Argentina,Tennis,metil-testosterone,/wiki/Juan_Ignacio_Chela,1979-08-30,-64.9672817,-34.9964963
282,Chen Ganfen,China,Swimming,,/w/index.php?title=Chen_Ganfen&action=edit&redlink=1,,104.999927,35.000074
283,Shiyun Chen,China,Swimming,prednisone,/w/index.php?title=Shiyun_Chen&action=edit&redlink=1,,104.999927,35.000074
284,Chen Sijia,China,Swimming,clenbuterol,/w/index.php?title=Chen_Sijia&action=edit&redlink=1,,104.999927,35.000074
285,Alexei Cherepanov,Russia,Ice hockey,nikethamide,/wiki/Alexei_Cherepanov,1989-01-15,97.7453061,64.6863136
286,Chen Po-Pu,Chinese Taipei,Weightlifting,methandienone,/w/index.php?title=Chen_Po-Pu&action=edit&redlink=1,,,
287,Watsana Chianram,Thailand,Weightlifting,methandienone,/w/index.php?title=Watsana_Chianram&action=edit&redlink=1,,100.83273,14.8971921
288,Viktor Chislean,Moldova,Weightlifting,,/w/index.php?title=Viktor_Chislean&action=edit&redlink=1,,28.5670941,47.2879608
289,Velichko Cholakov,Bulgaria,Weightlifting,steroids,/wiki/Velichko_Cholakov,1982-01-12,25.4856617,42.6073975
290,Elais Christoforou,Cyprus,Swimming,ephedrine,/w/index.php?title=Elais_Christoforou&action=edit&redlink=1,,33.1451285,34.9823018
291,Traian Cihărean,Romania,Weightlifting,,/wiki/Traian_Cih%C4%83rean,1969-07-13,24.6859225,45.9852129
292,César Cielo,Brazil,Swimming,furosemide,/wiki/C%C3%A9sar_Cielo,1987-01-10,-53.2,-10.3333333
293,Marin Čilić,Croatia,Tennis,nikethamide,/wiki/Marin_%C4%8Cili%C4%87,1988-09-28,15.6575209,45.3658443
294,Anatoli Ciricu,Moldova,Weightlifting,,/wiki/Anatoli_Ciricu,1988-09-14,28.5670941,47.2879608
295,Velichko Cholakov,Bulgaria,Weightlifting,metandienone,/wiki/Velichko_Cholakov,1982-01-12,25.4856617,42.6073975
296,Roger Clemens,United States,Baseball,anabolic steroids,/wiki/Roger_Clemens,1962-08-04,,
297,Clemence Clerc,France,Water polo,prednisone & prednisolone,/w/index.php?title=Clemence_Clerc&action=edit&redlink=1,,1.8883335,46.603354
298,Madga Cojom,Guatemala,Weightlifting,,/w/index.php?title=Madga_Cojom&action=edit&redlink=1,,-90.345759,15.5855545
299,Julien Colchen,France,Water polo,terbutaline,/w/index.php?title=Julien_Colchen&action=edit&redlink=1,,1.8883335,46.603354
300,Kleon Coleman,Belize,Volleyball,"hydrochlorothiazide,chloraminophenamide",/w/index.php?title=Kleon_Coleman&action=edit&redlink=1,,-88.6859028,17.1204943
301,Carolina Colorado,Colombia,Swimming,sibutramine,/wiki/Carolina_Colorado,1987-09-07,-72.9088133,4.099917
302,James Comben,England,Rugby union,methylhexanamine,/w/index.php?title=James_Comben&action=edit&redlink=1,,,
303,Gloria Comerma,Spain,Field hockey,,/wiki/Gloria_Comerma,,-4.8379791,39.3260685
304,Alberto Contador,Spain,Cycling,clenbuterol,/wiki/Alberto_Contador,1982-12-06,-4.8379791,39.3260685
305,David Cookson,United Kingdom,Rugby,methylhexaneamine,/w/index.php?title=David_Cookson&action=edit&redlink=1,,,
306,Chris Cooper,United States,American football,thg,/wiki/Chris_Cooper_(defensive_lineman),1977-12-27,,
307,Kit Cope,United States,Mixed martial arts,boldenone,/wiki/Kit_Cope,1977-03-17,,
308,Guillermo Coria,Argentina,Tennis,nandrolone,/wiki/Guillermo_Coria,1982-01-13,-64.9672817,-34.9964963
309,Chris Cornes,England,Football (soccer),cocaine,/wiki/Chris_Cornes,1986-12-20,,
310,Alizé Cornet,France,Tennis,missed tests,/wiki/Aliz%C3%A9_Cornet,1990-01-22,1.8883335,46.603354
311,Alejandro Cortes Gonzalez,Chile,Weightlifting,dimethylpentylamine,/w/index.php?title=Alejandro_Cortes_Gonzalez&action=edit&redlink=1,,-71.3187697,-31.7613365
312,Leonardo Costa,Brazil,Swimming,stanozolol,/wiki/Leonardo_Costa_(swimmer),1977-05-12,-53.2,-10.3333333
313,Ben Cousins,Australia,Australian rules football,methamphetamine,/wiki/Ben_Cousins,1978-06-30,134.755,-24.7761086
314,Fernando Couto,Portugal,Football (soccer),nandrolone,/wiki/Fernando_Couto,1969-08-02,-8.1353519,39.6621648
315,Alexander Crispim,Brazil,Mixed martial arts,desoxymethyltestosterone,/w/index.php?title=Alexander_Crispim&action=edit&redlink=1,,-53.2,-10.3333333
316,Cronulla-Sutherland Sharks (eleven players),Australia,rugby league,various supplements,/wiki/Cronulla-Sutherland_Sharks,,134.755,-24.7761086
317,Brayden Crossley,Australia,Australian rules football,cocaine,/wiki/Brayden_Crossley,1999-08-16,134.755,-24.7761086
318,Ryan Crowley,Australia,Australian rules football,methadone,/wiki/Ryan_Crowley,1984-03-05,134.755,-24.7761086
319,Kevin Cruz Soto,Chile,Weightlifting,dimethylpentylamine,/w/index.php?title=Kevin_Cruz_Soto&action=edit&redlink=1,,-71.3187697,-31.7613365
320,Brian Cushing,United States,American football,hcg,/wiki/Brian_Cushing,1987-01-24,,
321,Baatarsükhiin Chinzorig,Mongolia,Boxing,metandienone metabolite,/wiki/Baatars%C3%BCkhiin_Chinzorig,1991-09-21,103.8499736,46.8250388
322,Omar Daaboul,Lebanon,Swimming,"methandienone,methyltestosterone,norandrosterone",/w/index.php?title=Omar_Daaboul&action=edit&redlink=1,,35.843409,33.8750629
323,Phongsathon Daengsanan,Thailand,Weightlifting,metandienone,/w/index.php?title=Phongsathon_Daengsanan&action=edit&redlink=1,,100.83273,14.8971921
324,Peter Daija,Canada,Shot put,,/w/index.php?title=Peter_Daija&action=edit&redlink=1,,-107.991707,61.0666922
325,Haider Dakhil,Iraq,Weightlifting,,/w/index.php?title=Haider_Dakhil&action=edit&redlink=1,,44.1749775,33.0955793
326,Marius Danciu,Romania,Weightlifting,methandienone,/w/index.php?title=Marius_Danciu&action=edit&redlink=1,,24.6859225,45.9852129
327,Dang Zhiyong,China,Bodybuilding,,/w/index.php?title=Dang_Zhiyong&action=edit&redlink=1,,104.999927,35.000074
328,Ashot Danielyan,Armenia,Weightlifting,steroids,/wiki/Ashot_Danielyan,1974-04-11,44.6736646,40.7696272
329,Olga Danilova,Russia,Cross-country skiing,nesp,/wiki/Olga_Danilova,1970-06-10,97.7453061,64.6863136
330,Kofi Danso,United Kingdom,Basketball,"cannabis,test tampering",,,,
331,Joey D'Antoni,United States,Cycling,erythropoietin,/w/index.php?title=Joey_D%27Antoni&action=edit&redlink=1,,,
332,Yerbolat Darivkhan,Mongolia,Weightlifting,metandienone,/w/index.php?title=Yerbolat_Darivkhan&action=edit&redlink=1,,103.8499736,46.8250388
333,Obiero David,Kenya,Weightlifting,,/w/index.php?title=Obiero_David&action=edit&redlink=1,,38.4313975,1.4419683
334,Dimitrii Davidenco,Moldova,Weightlifting,stanozolol,/w/index.php?title=Dimitrii_Davidenco&action=edit&redlink=1,,28.5670941,47.2879608
335,Edgar Davids,Netherlands,Football (soccer),nandrolone,/wiki/Edgar_Davids,1973-03-13,5.541246849406163,52.24764975
336,Ceri Davies,United Kingdom,Rugby,drostanolone,/w/index.php?title=Ceri_Davies&action=edit&redlink=1,,,
337,Zviad Davitiani,France,Water polo,cocaine,/w/index.php?title=Zviad_Davitiani&action=edit&redlink=1,,1.8883335,46.603354
338,Mohsen Davoodi,Iran,Weightlifting,metandienone,/w/index.php?title=Mohsen_Davoodi&action=edit&redlink=1,,54.5643516,32.6475314
339,Alina Davydchenko,Ukraine,Weightlifting,methyltestosterone,/w/index.php?title=Alina_Davydchenko&action=edit&redlink=1,,31.2718321,49.4871968
340,Deco,Portugal,Football (soccer),furosemide,/wiki/Deco,1977-08-27,-8.1353519,39.6621648
341,Michael de Angelis,Italy,Ice hockey,ephedrine,/wiki/Michael_de_Angelis,1966-01-27,12.674297,42.6384261
342,Frank de Boer,Netherlands,Football (soccer),nandrolone,/wiki/Frank_de_Boer,1970-05-15,5.541246849406163,52.24764975
343,Samuel de Bona,Brazil,Swimming,methylhexaneamine,/wiki/Samuel_de_Bona,1990-10-01,-53.2,-10.3333333
344,Francesco De Bonis,Italy,Cycling,,/wiki/Francesco_De_Bonis,1982-04-14,12.674297,42.6384261
345,Rusmin Dedić,Slovenia,Football (soccer),testosterone,/wiki/Rusmin_Dedi%C4%87,1982-09-11,14.8153333,46.1199444
346,Gervasio Deferr,Spain,Gymnastics,cannabis,/wiki/Gervasio_Deferr,1980-11-07,-4.8379791,39.3260685
347,Thomas Dekker,Netherlands,Cycling,epo,/wiki/Thomas_Dekker_(cyclist),1984-09-06,5.541246849406163,52.24764975
348,Efrain de la Rosa,Dominican Republic,Weightlifting,"stanozolol,hydroxystanozolol",/w/index.php?title=Efrain_de_la_Rosa&action=edit&redlink=1,,,
349,Flávia Delaroli,Brazil,Swimming,tuaminoheptane,/wiki/Fl%C3%A1via_Delaroli,1983-12-28,-53.2,-10.3333333
350,Vilimoni Delasau,Fiji,Rugby union,cannabis,/wiki/Vilimoni_Delasau,1977-07-12,179.0122737,-18.1239696
351,Carlo Del Fava,Italy,Rugby,,/wiki/Carlo_Del_Fava,1981-07-01,12.674297,42.6384261
352,Bernardo de Figueiredo,Brazil,Swimming,methylhexaneamine,/w/index.php?title=Bernardo_de_Figueiredo&action=edit&redlink=1,,-53.2,-10.3333333
353,Luca De Matteis,Italy,Swimming,tuaminoheptane,/w/index.php?title=Luca_De_Matteis&action=edit&redlink=1,,12.674297,42.6384261
354,Jacques Demers,Canada,Weightlifting,steroids,/wiki/Jacques_Demers_(weightlifter),,-107.991707,61.0666922
355,Maria Demertzi,Greece,Swimming,testosterone,/w/index.php?title=Maria_Demertzi&action=edit&redlink=1,,21.9877132,38.9953683
356,Vasileios Demetis,Greece,Swimming,caffeine,/wiki/Vasileios_Demetis,1983-05-12,21.9877132,38.9953683
357,Demir Demirev,Bulgaria,Weightlifting,steroids,/wiki/Demir_Demirev,1984-08-31,25.4856617,42.6073975
358,Vincent de Nardi,France,Water polo,cannabis,/wiki/Vincent_de_Nardi,1967-05-17,1.8883335,46.603354
359,Daynara de Paula,Brazil,Swimming,furosemide,/wiki/Daynara_de_Paula,1989-07-25,-53.2,-10.3333333
360,João Derly,Brazil,Judo,diuretics,/wiki/Jo%C3%A3o_Derly,1981-07-02,-53.2,-10.3333333
361,Cristoforos Dermitzakis,Greece,Water polo,pseudoephedrine,/w/index.php?title=Cristoforos_Dermitzakis&action=edit&redlink=1,,21.9877132,38.9953683
362,Kasun De Silva,Sri Lanka,Rugby union,cannabis,/w/index.php?title=Kasun_De_Silva&action=edit&redlink=1,,,
363,Pamela Alencar de Souza,Brazil,Swimming,methylhexaneamine,/w/index.php?title=Pamela_Alencar_de_Souza&action=edit&redlink=1,,-53.2,-10.3333333
364,Serge Despres,Canada,Bobsledding,nandrolone,/wiki/Serge_Despres,,-107.991707,61.0666922
365,Frankie Dettori,Ireland,Horse racing,cocaine,/wiki/Frankie_Dettori,1970-12-15,-7.9794599,52.865196
366,Lindsay Devaney,United States,Swimming,refusal to submit to doping test,/w/index.php?title=Lindsay_Devaney&action=edit&redlink=1,,,
367,Kavita Devi,India,Weightlifting,,/wiki/Kavita_Devi_(wrestler),1986-09-20,78.6677428,22.3511148
368,Kunjarani Devi,India,Weightlifting,strychnine,/wiki/Kunjarani_Devi,1966-03-01,78.6677428,22.3511148
369,Monika Devi,India,Weightlifting,,/wiki/Monika_Devi,,78.6677428,22.3511148
370,Sukhen Dey,India,Weightlifting,methylhexaneamine,/wiki/Sukhen_Dey_(weightlifter),1989-03-28,78.6677428,22.3511148
371,Nick Diaz,United States,Mixed martial arts,cannabis,/wiki/Nick_Diaz,1983-08-02,,
372,Mark Dickel,New Zealand,Basketball,cannabis,/wiki/Mark_Dickel,1976-12-21,,
373,Niroshan Dickwella,Sri Lanka,Cricket,cocaine,/wiki/Niroshan_Dickwella,1993-06-23,,
374,Aurimas Didžbalis,Lithuania,Weightlifting,dehydrochlormethyltestosterone,/wiki/Aurimas_Did%C5%BEbalis,1991-06-13,23.7499997,55.3500003
375,Ludo Dierckxsens,Belgium,Cycling,cortisone,/wiki/Ludo_Dierckxsens,1964-10-14,4.6667145,50.6402809
376,Roland Diethart,Austria,Cross-country skiing,violation of blood doping rules,/wiki/Roland_Diethart,1973-08-03,14.12456,47.59397
377,Robert Dietrich,Germany,Ice hockey,missed test,/wiki/Robert_Dietrich,1986-07-25,10.4478313,51.1638175
378,Ben Dietvorst,Belgium,Water polo,cannabis,/w/index.php?title=Ben_Dietvorst&action=edit&redlink=1,,4.6667145,50.6402809
379,Bert Dietz,Germany,Cycling,erythropoietin,/wiki/Bert_Dietz,1969-02-09,10.4478313,51.1638175
380,Arthur Dilman,Kazakhstan,Swimming,furosemide,/w/index.php?title=Arthur_Dilman&action=edit&redlink=1,,66.7780818,48.1012954
381,Eva Maria Dimas,El Salvador,Weightlifting,nandrolone,/w/index.php?title=Eva_Maria_Dimas&action=edit&redlink=1,,,
382,Vasilka Dineva,Bulgaria,Weightlifting,metandienone,/w/index.php?title=Vasilka_Dineva&action=edit&redlink=1,,25.4856617,42.6073975
383,Ding Haifeng,China,Weightlifting,,/wiki/Ding_Haifeng,1991-07-17,104.999927,35.000074
384,Danilo Di Luca,Italy,Cycling,epo,/wiki/Danilo_Di_Luca,1976-01-02,12.674297,42.6384261
385,Nuria Diosdado,Mexico,Swimming,clenbuterol,/wiki/Nuria_Diosdado,1990-08-22,-102.0077097,23.6585116
386,Simon Pietro Di Santos,Italy,Swimming,cannabis,/w/index.php?title=Simon_Pietro_Di_Santos&action=edit&redlink=1,,12.674297,42.6384261
